/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_40_385.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_40_385.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_40_385.jpg, 0, 0, 0, 8.176211E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_40_492.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_40_492.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_40_492.jpg, 0, 0, 0, 8.210935E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_40_593.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_40_593.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_40_593.jpg, 0, 0, 0, 8.273426E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_40_697.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_40_697.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_40_697.jpg, 0, 0, 0, 8.203968E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_40_800.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_40_800.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_40_800.jpg, 0, 0, 0, 8.233349E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_40_906.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_40_906.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_40_906.jpg, 0, 0, 0, 8.172097E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_010.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_010.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_010.jpg, 0, 0, 0, 8.191886E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_116.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_116.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_116.jpg, 0, 0, 0, 8.186993E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_216.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_216.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_216.jpg, 0, 0, 0, 8.180555E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_319.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_319.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_319.jpg, 0, 0, 0, 8.176624E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_423.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_423.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_423.jpg, 0, 0, 0, 8.178159E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_531.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_531.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_531.jpg, 0, 0, 0, 8.183259E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_635.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_635.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_635.jpg, 0, 0, 0, 8.186014E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_738.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_738.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_738.jpg, 0, 0, 0, 8.18843E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_843.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_843.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_843.jpg, 0, 0, 0, 8.194759E-05
/Users/indraadiputra/Desktop/Data/IMG/center_2020_12_17_23_07_41_947.jpg, /Users/indraadiputra/Desktop/Data/IMG/left_2020_12_17_23_07_41_947.jpg, /Users/indraadiputra/Desktop/Data/IMG/right_2020_12_17_23_07_41_947.jpg, 0, 0, 0, 8.179078E-05
